URL,Headline,Channel,Status,Matched Keywords,Views,Likes,Publish Date
https://www.youtube.com/watch?v=ybZWggYVYtY,"Which Way, America? Night 8 | Bible Prophecy Seminar Series",Highland Adventist,Irrelevant (Excluded),Excluded by: prophecy,0,0,12 Feb 2026
https://www.youtube.com/watch?v=h8RUARitK8Y,2v4 for Sometime ❤️  BATTLE GROUND MOBILE INDIA #short #pubgmobile #facecam,Alexa Gaming,Irrelevant (Excluded),Excluded by: gaming,18264,831,12 Feb 2026
https://www.youtube.com/watch?v=y5iNEykbRPg,NBA 2K26 ( 4K HDR PS5 Pro ) Gameplay –Unreal Graphics &Realistic NBA Action | PS5 Pro HDR GAMEPLAY ,Broty Gaming Network ,Irrelevant (Excluded),Excluded by: gameplay,25,0,12 Feb 2026
https://www.youtube.com/watch?v=j1YTGmNaoYI,【FULL】Transmigrated into a Cultivation World—I Level Up through Farm System!#minidrama#system,RushMiniDrama,Irrelevant,,19514,381,13 Feb 2026
https://www.youtube.com/watch?v=kspXozUUvkc,Jimin & Jungkook Spotted Again at Incheon Airport—Secret Destination Revealed? 👀✈️,Jikook Diary,Irrelevant,,1695,61,13 Feb 2026
https://www.youtube.com/watch?v=fhEuOh9zZq0,GO LIVE Feature Just Dropped (Game Changer?),Ray O'Daniel,Irrelevant,,177,9,13 Feb 2026
https://www.youtube.com/watch?v=eBnQ6qxoMr8,The Epstein Files Are an X-Ray of How Power Works | The Ezra Klein Show,The Ezra Klein Show,Irrelevant,,526084,12969,13 Feb 2026
https://www.youtube.com/watch?v=SEG_eOq8EwE,THE GENERATOR! | Hermitcraft Season 11 | Ep.9,SmallishBeans,Irrelevant,,405138,36525,13 Feb 2026
https://www.youtube.com/watch?v=6P0uTDGDr-I,"The Post-Employee Era: AI CEOs Arrive, Tasks Evaporate (Not Jobs), The Solve Everything Paper #230",Peter H. Diamandis,Irrelevant,,192423,4346,13 Feb 2026
https://www.youtube.com/watch?v=X6QFN3tX82Q,Filipiny - Nie ma prądu na Siquijor… więc trafiliśmy do luksusowego resortu! 😅🌴 leniwy dzień 😊,Aleksander Wojtysiak - między światami,Irrelevant,,1815,168,13 Feb 2026
https://www.youtube.com/watch?v=pwaPofW-ALI,"🌻 Healing Piano & Nature Sounds 🌿 Stress Relief, Emotional Balance & Deep Rest",ASMR Healing Sounds,Irrelevant,,1244,10,13 Feb 2026
https://www.youtube.com/watch?v=pbtxsFWdW9I,"THE GOLD CLIFF: Why Gold Broke $5,000 & the ""Weekend Lock""",The Financial Coin Historian,Irrelevant,,590,25,13 Feb 2026
https://www.youtube.com/watch?v=ycNGjq3457A,Powerful Background Trend Shift Metric,MY FUTURE SUCCESS ,Irrelevant,,2801,119,13 Feb 2026
https://www.youtube.com/watch?v=-k6EhDARhGI,"Cleveland's Mayor, Seattle's Future: What happens when a city's economy shifts",GeekWire,Irrelevant,,24,1,13 Feb 2026
https://www.youtube.com/watch?v=tHBNOT-nIkc,😈 Las 5 creencias que te limitan como guitarrista🔥,SANNY FONTA,Irrelevant,,669,64,13 Feb 2026
https://www.youtube.com/watch?v=2klYiUmGsQ8,"Board of Education Budget Work Session & Public Hearing Meeting February 12, 2026",PGCPS,Irrelevant,,301,1,13 Feb 2026
https://www.youtube.com/watch?v=mdfjhJHXd7s,A Nurse Sent Me Message: “Cancel Your Plans.” What She Told Me About My Daughter Changed Everything,Echoed Vengeance,Irrelevant,,24,0,13 Feb 2026
https://www.youtube.com/watch?v=XcqTzZsCGyw,My Husband Hid a Secret in Our House for Years—Then I Finally Discovered What He Was Afraid I'd F...,Bliss Revenge Diary ,Irrelevant,,6,1,13 Feb 2026
https://www.youtube.com/watch?v=LdcAqfCYhks,Mafia 4 is Cancelled... Sort Of,Mafia Game Videos,Irrelevant,,41045,1965,13 Feb 2026
https://www.youtube.com/watch?v=GgS4JJWKvDM,Live Market Talk: Futures Trading with David Green & Peter Tuchman,Wall Street Global Trading Academy,Irrelevant,,794,42,13 Feb 2026
https://www.youtube.com/watch?v=jSYETRHvzH0,Intentional Coaching - Be Intentional. Be You. is live,Intentional Coaching - Be Intentional. Be You.,Irrelevant,,88,1,13 Feb 2026
https://www.youtube.com/watch?v=UGzEzWauNTg,HOA Sold My Property While I Was Deployed — The Military Reversal Wiped Out Their Subdivision!,HOA Stories Global,Irrelevant,,78,3,13 Feb 2026
https://www.youtube.com/watch?v=s8V2Dcqr0Ac,Built2Exit: Sales and Marketing Strategies,Exit Planning With Prometis Partners Inc.,Irrelevant,,7,1,13 Feb 2026
https://www.youtube.com/watch?v=8afF4cu6V0M,Antuan. - Maybe This Time (Official Video),Antuan.,Irrelevant,,85,5,13 Feb 2026
https://www.youtube.com/watch?v=G21nXu10sQM,Grade 10 & 11 Night,Trent University,Irrelevant,,17,0,13 Feb 2026
https://www.youtube.com/watch?v=tP-rT0gGbSY,How China Transformed From Poverty to Power — A Model the World Is Studying,InfoTalkings,Irrelevant,,10,4,13 Feb 2026
https://www.youtube.com/watch?v=LnArtionY5I,This Information Was Buried in The Code: BTS $100M ARIRANG Secrets Decoded 👀,Army Central HQ,Irrelevant,,282,15,13 Feb 2026
https://www.youtube.com/watch?v=_bGsOeYhrMI,AI in recruitment – research results 13 February 2026,Funka Foundation,Irrelevant,,29,0,13 Feb 2026
https://www.youtube.com/watch?v=s5zhde5CGe4,Feudalism Never Ended It Was Repackaged as Modern Finance,The Financial Shadow,Irrelevant,,14,0,13 Feb 2026
https://www.youtube.com/watch?v=MqvnAcGjnZo,"Algorithmic Idealism: A New Physics of Reality | Markus Müller, PhD",Quantum Theory Podcast,Irrelevant,,134,5,13 Feb 2026
https://www.youtube.com/watch?v=zD3FxjXmrk4,You Touched Heaven Today — God Is Beyond Delighted by What You Did | C.S Lewis Sermons,Faith & Eternal Thought,Irrelevant,,234,19,13 Feb 2026
https://www.youtube.com/watch?v=thXxK1VJRsg,"My Fiancé Cancelled Our Wedding for His ""Soulmate,"" So I Turned the Ceremony Into Their Funeral.",Stroy Spark,Irrelevant,,40,2,13 Feb 2026
https://www.youtube.com/watch?v=u3xC1b3mxfo,What's REALLY Going On (It's time for an update),Brass Man Reptiles,Irrelevant,,1024,96,13 Feb 2026
https://www.youtube.com/watch?v=oZUpxjromqY,What Really Happens on a Women’s Group Trip: From Fear to Freedom,Mary Giordano,Irrelevant,,2,0,13 Feb 2026
https://www.youtube.com/watch?v=jw9fJd5ljBs,Zostawiłem rodzinę w Polsce... Prawda o EMIGRACJI 💔,co u saniaków słychać,Irrelevant,,381,30,13 Feb 2026
https://www.youtube.com/watch?v=GHqx7M2P9W0,"Grain Markets Feel Different in 2026 Canola, Oats & Barley Strategy",What the Futures! Podcast,Irrelevant,,740,19,13 Feb 2026
https://www.youtube.com/watch?v=PNzOwOM5f4g,Picking Winners in the AI Arms Race with Dick Costolo and Brad Keywell,Summit,Irrelevant,,295,2,13 Feb 2026
https://www.youtube.com/watch?v=SMNKQR-cSeI,Breakpoint 2025: DFlow ft. Nitesh Nath,Real Vision Presents,Irrelevant,,385,11,13 Feb 2026
https://www.youtube.com/watch?v=Nhu7GjJTnx8,ЗАЧЕМ ВЫ ЕЙ нужны? расклад для мужчин,OlgaMariaTarot ТАРО ДЛЯ МУЖЧИН,Irrelevant,,696,59,13 Feb 2026
https://www.youtube.com/watch?v=MJ6w1KPuBsQ,MAURITSHUIS Museum 🇳🇱 HOLANDA | Den Haag (Haia) #paísesbaixos ,Alex Guimarães,Irrelevant,,83,9,13 Feb 2026
https://www.youtube.com/watch?v=3g7TqnYbT6U,When Faith Cost Everything: A DNA Story,DNAngels Org,Irrelevant,,957,93,13 Feb 2026
https://www.youtube.com/watch?v=fryjlS2t1P8,Lee Jackson on 80s Sunset Strip Marshall Mods and the Birth of High-Gain Guitar Tone,The Marshall Modification Project,Irrelevant,,3192,70,13 Feb 2026
https://www.youtube.com/watch?v=NWm3MwkUGXg,Why Canada Lost 70% of Incoming Millionaires (Some Leaving),Aaron Money Mindset,Irrelevant,,161,16,13 Feb 2026
https://www.youtube.com/watch?v=bFSgndJVRDI,Bonus - KAM Pub Spotlight - The Pub Customer Perpsective,"Captive Conversations, The Hospitality Podcast",Irrelevant,,6,0,13 Feb 2026
https://www.youtube.com/watch?v=tpr53iy09B4,Exclusive: Hawley Pulls Out a RECORDING Mid-Hearing — the Look on His Face Says EVERYTHING. WATCH,The Next News Network,Irrelevant,,23512,2018,13 Feb 2026
https://www.youtube.com/watch?v=7Fhd3R4r2gQ,The Future of the Indirect Tax Function,Marosa VAT,Irrelevant,,11,0,13 Feb 2026
https://www.youtube.com/watch?v=9xHK5dCT6fA,Marosa New HQ Inauguration - November 2025,Marosa VAT,Irrelevant,,58,2,13 Feb 2026
https://www.youtube.com/watch?v=p4vLECGKIJQ,شیطان دامن‌پوش: ۱۷ قتل سریالی فقط برای خرید ودکا! (222) پرونده جنایی,Rita True Crime 🖤 ریتا تروکرایم,Irrelevant,,11965,747,13 Feb 2026
https://www.youtube.com/watch?v=4zhmmCwxCDg,Is Claudia Sheinbaum the Woman Baba Vanga Warned Us About?,The Interconnected Zone (TIZ),Irrelevant,,7422,581,13 Feb 2026
https://www.youtube.com/watch?v=-vNgOmzh1B4,Hindi:16th to 22 nd Feb🌟 साप्ताहिकTarot card ReadingLove💕work 💵 Finances psychic 💵Finances,111Sambhavi's Astro&Tarot,Irrelevant,,1834,242,13 Feb 2026
https://www.youtube.com/watch?v=vnB6aImGIDY,Poppy Playtime Chapter 5 in Only 5 Days - New Official Secret PICTURE and 3D MODEL,PaninoTUBE International,Irrelevant,,5949,280,13 Feb 2026
https://www.youtube.com/watch?v=8LxRbnpBf4s,"Racist Cop Arrests Black Man Loading His Truck — He’s a Navy SEAL Commander, Wins $600K",Black Truth Files TV,Irrelevant,,74,24,13 Feb 2026
https://www.youtube.com/watch?v=zz61N6qzf3Q,"School Board Meeting, February 10, 2026",VBSchools,Irrelevant,,149,0,13 Feb 2026
https://www.youtube.com/watch?v=RkxL6m3pFew,Overnight Sensation 08丨His affair ruined her pregnancy; her revenge cost him all,CN DRAMA,Irrelevant,,35,0,13 Feb 2026
https://www.youtube.com/watch?v=MENx086-nnE,Psalm 119 (Part 3 of 4) - Healing Insights from the Psalms,Timeless Healing Insights,Irrelevant,,15,0,13 Feb 2026
https://www.youtube.com/watch?v=uDaqEPYjb2A,அந்தர் பல்டி  | 13-Feb Post Report | நீங்களும் உங்க.... ? #Russia,Arjun Pangu Market (SEBI Regd IA) 🏹,Irrelevant,,23529,1274,13 Feb 2026
https://www.youtube.com/watch?v=kxTqKS-0Kmg,The Haunted Mirror That Recorded My Reflection Committing a Murder in 2026 | True Horror Story,Creepy Hub,Irrelevant,,75,2,13 Feb 2026
https://www.youtube.com/watch?v=JtqkLtifPes,Inside a Community-Driven Golf Event at Dick’s House of Sport,A Day in Miami,Irrelevant,,15,0,13 Feb 2026
https://www.youtube.com/watch?v=1lMrhNTLemg,i9 Investigation: What is property fraud and how can you fight it?,KCRG-TV9: Your Trusted Local News Source,Irrelevant,,12,0,13 Feb 2026
https://www.youtube.com/watch?v=nwAZzO5kB6g,睡前故事｜李文忠：在朱元璋身旁长大的将军，为何没能走到最后？,聲入歷史,Irrelevant,,458,11,13 Feb 2026
https://www.youtube.com/watch?v=knzwe4XCMR8,Crypto Policy & The Future of Multicoin with Greg Xethalis,Galaxy,Irrelevant,,416,7,13 Feb 2026
https://www.youtube.com/watch?v=eyzdObCJKd0,Uncomfortable Questions in Unstable Times | Frankly 125,Nate Hagens,Irrelevant,,18354,1196,13 Feb 2026
https://www.youtube.com/watch?v=YBzq1KF_01s,Plus One കുട്ടികൾക്ക് ഒരു സന്തോഷവാർത്ത....Crash Batch ഇനി Free ആയി ഉപയോഗിക്കാം..!,Exam Winner Plus One,Irrelevant,,6757,257,13 Feb 2026
https://www.youtube.com/watch?v=KGy1-1BzWks,2026火馬年終極警報：隱形戰爭爆發？疾病X來襲、JIPT強震、台海「時間到了」—普萊×閻王預言全解析| ByBy,ByBy,Irrelevant,,13956,187,13 Feb 2026
https://www.youtube.com/watch?v=M7RAAziECEs,"CEO dumped wife for mistress—5 yrs later she returns with twins,he kneels & begs forgiveness!",Evernova Drama,Irrelevant,,23403,404,13 Feb 2026
https://www.youtube.com/watch?v=V3judTp0sc8,Tech masa depan!? BINARYACOUSTICS EP321 MEMS,aftersound review,Irrelevant,,1594,62,13 Feb 2026
https://www.youtube.com/watch?v=T986uM2qWz8,Cronin Awards 2025: Expanding Outreach for Scalable Success: Multi-Supplier Business Reviews,NASPO Research & Innovation,Irrelevant,,22,1,13 Feb 2026
https://www.youtube.com/watch?v=kpzjPCcloL4,Voluntary Police Interview | Olliers Solicitors,Olliers Solicitors,Irrelevant,,31,2,13 Feb 2026
https://www.youtube.com/watch?v=N0H18-WYS-k,SECRETS to Smart Financial Management with Kadrian Ernest,Game Changers Hub: Business & Success,Irrelevant,,2,0,13 Feb 2026
https://www.youtube.com/watch?v=2ALn-3lFb_I,窮小夥婚禮上被拋棄，怎料眼尖的首富認出他是兵王後代，當場出2億彩禮求他娶他的女總裁孫女！#爽劇 #逆襲 #反轉,烈焰爽劇SHORT,Irrelevant,,27106,236,13 Feb 2026
https://www.youtube.com/watch?v=R4VzPogp3-g,【速報考察】京成電鉄：成田空港アクセスの更なる強化内容発表,鉄道業界考察,Irrelevant,,9654,289,13 Feb 2026
https://www.youtube.com/watch?v=VPu36iiVqbo,"WHAS11 Top Stories: GMK 6 a.m. Feb. 13, 2026",WHAS11,Irrelevant,,184,3,13 Feb 2026
https://www.youtube.com/watch?v=WMtfXvgkjOE,"Preparing a bunch of hazel saplings for a customer - grow food, not lawns",Crina-Ludmila Cristea Independent Author,Irrelevant,,25,1,13 Feb 2026
https://www.youtube.com/watch?v=V2Sf1fTq0X8,"God knows everything, Jesus didn't!",The Bible Standard - Rediscover Bible Truth!,Irrelevant,,89,5,13 Feb 2026
https://www.youtube.com/watch?v=LtSTyzqp_pw,"Storms, rain and the hard life of nomads | Tree planting in torrential rain",polh,Irrelevant,,5508,217,13 Feb 2026
https://www.youtube.com/watch?v=ak_HF-z68HM,Why Jupiter Has A Storm That Could Swallow Earth For Centuries,Dark Sky Dive,Irrelevant,,12,1,13 Feb 2026
https://www.youtube.com/watch?v=lN2fzH_CX3o,❄【MOVIE】女孩的媽媽出車禍，帥小夥自責痛哭，怨恨自己沒有保護她！ #好看中国电视剧 #爱情,XiXi DramaHub,Irrelevant,,1004,7,13 Feb 2026
https://www.youtube.com/watch?v=x9V9xWqx2Gg,"【FULL】He Transmigrated into Cultivation World,Awakens Live Stream System!#minidrama#system",RushMiniDrama,Irrelevant,,23198,501,13 Feb 2026
https://www.youtube.com/watch?v=RNOGgUrVNt0,Plus One Model Exam Last 3 Days Comeback Plan.! Exam Winner,Exam Winner Plus One,Irrelevant,,35019,3225,13 Feb 2026
https://www.youtube.com/watch?v=9jWFB46zVqg,Case Study: Reimagining the Guest Journey: From Human-Driven to AI-Enhanced Hospitality,Redd Media,Irrelevant,,5,0,13 Feb 2026
https://www.youtube.com/watch?v=_Fw5NDpnmgI,[Multi SUB] （全集）混混穿成修仙炮灰，一月后要被赶出宗门遭情敌杀害。觉醒万界直播间系统，抽福袋换功法，反杀杀手、擂台干翻情敌——直播间观众都看傻了#最火短剧推荐 #短剧全集 #精彩大陆短剧,逆天剧场,Irrelevant,,3275,48,13 Feb 2026
https://www.youtube.com/watch?v=nyT_aak4qrM,《玄界之门》第13话花絮：石牧完全领悟气感【加入会员享最新集】,哔哩哔哩动画Anime Made By Bilibili - 欢迎订阅 -,Irrelevant,,3767,78,13 Feb 2026
https://www.youtube.com/watch?v=LaJU0rvadx4,"CEO Soltera 20 Años se Casa con un Mendigo, ¡Pero Es un Dios de la Guerra Oculto!",Toro TV,Irrelevant,,6339,51,13 Feb 2026
https://www.youtube.com/watch?v=AFGhKjroK4I,👼🏻六年前的一夜情，程时念带着孩子归来，却发现闺蜜顶替了自己的身份！#short#shorts#shortsvideo#drama#minidrama #异能 #短劇 #萌寶#萌娃,家常伦理小剧场,Irrelevant,,694,1,13 Feb 2026
https://www.youtube.com/watch?v=4cm57g40L1g,Elon Musk's Master Plan: The Reason Everyone is Leaving xAI,Limitless Podcast,Irrelevant,,8642,276,13 Feb 2026
https://www.youtube.com/watch?v=bhwGkO9-F4M,Which PhD is suitable for both corporate and academic future? Dr Chaudhary Sir Mathstats @8810409392,"Mathstats : IIT-JAM, GATE, NET, CUET, ISI.",Irrelevant,,475,16,13 Feb 2026
https://www.youtube.com/watch?v=vyiAGH0uxQI,剛穿越就被太太迷暈？小夥綁定神級系統逆天改命，種田發家暴妻護家，一槍定乾坤成亂世權臣！#短劇 #爽文#穿越,戲精短劇,Irrelevant,,87108,1195,13 Feb 2026
https://www.youtube.com/watch?v=zCnYUNjIwAQ,W D GANN -Nifty trend & levels.23000 or 20000? 16-20 Feb 2026#artoftrading #ganncourse #stockmarket,Art Of Trading,Irrelevant,,9264,779,13 Feb 2026
https://www.youtube.com/watch?v=jbzFZoRFa1s,BHF Heart Matters Live: High blood pressure – how to lower it,British Heart Foundation,Irrelevant,,667,0,13 Feb 2026
https://www.youtube.com/watch?v=0d1_265JsQk,她一睜眼穿成病嬌男主的惡毒繼姐，唯一的任務就是折磨男主，讓他走上強制愛女主的劇情，她盡兢兢業業完成任務，卻沒想到男主確實變態了，但變態的對象好像換了：姐姐哭起來更漂亮了呢#甜宠 #先婚后爱,劇好追,Irrelevant,,15539,288,13 Feb 2026
https://www.youtube.com/watch?v=-MBLvzk68G4,Valentine’s Day Forecast: Beautiful Saturday ahead | FOX 5 AT 6AM,FOX 5 Washington DC,Irrelevant,,356,1,13 Feb 2026
https://www.youtube.com/watch?v=sgQq_1JMBTs,පැය 7ක් පැවති විශ්වයේ ලොකුම පිපිරුම! NASA මවිත කළ GRB 250702B රහස |  Space Explosion Ever Recorded,Media M,Irrelevant,,4885,190,13 Feb 2026
https://www.youtube.com/watch?v=kpfm3AtiWno,"太陽のエチュード！/ 田中彬博 from NEW ALBUM「Present」 - ""Etude of The Sun"" AKIHIRO TANAKA",田中彬博 | AKIHIRO TANAKA Official Channel,Irrelevant,,142,24,13 Feb 2026
https://www.youtube.com/watch?v=gEvfQX5F7X8,IT Stocks Crash: Is AI Destroying Indian IT companies Business Model? | The N Show,Neeraj Bajpai,Irrelevant,,37996,1381,13 Feb 2026
https://www.youtube.com/watch?v=6cais7ewu7g,完整版💥陳偉霆出軌秘書，趙露思留下離婚協議離開家，陳偉霆看著空蕩蕩的家徹底後悔了！#陈伟霆#赵露思,糖水煲剧TVSweetie,Irrelevant,,19540,103,13 Feb 2026
https://www.youtube.com/watch?v=InDz01lsFFI,"Man with history of spying on women to be released | CTV News Saskatoon at Six for Feb 13, 2026",CTV News,Irrelevant,,2535,8,13 Feb 2026
https://www.youtube.com/watch?v=7ASVSDKi9V0,LORT (Part 1),SuperHobbit Archive,Irrelevant,,1,0,13 Feb 2026
https://www.youtube.com/watch?v=kk_oE1WRXlQ,Luca Vlad - Mount Olympus (live),Luca Vlad,Irrelevant,,90,6,13 Feb 2026
https://www.youtube.com/watch?v=vfqOQeNW_Pk,"🤣CEO Plans A Romantic Date At Amusement Park, But Cinderella Brings Her Bestie Along！", CDrama Zone,Irrelevant,,204,2,13 Feb 2026
https://www.youtube.com/watch?v=unxKlKIE64U,"Virgo Love Tarot ♍️ They’re Returning For A Completely Fresh Start 😍💞 Are You Ready, Virgo? ❤️‍🔥🔮",Eternal Flame 1616,Irrelevant,,468,23,13 Feb 2026
https://www.youtube.com/watch?v=szg6G3XP30Y,【ENG SUB】 |【终极防线】EP08|⚡｜💥 特战小队深陷绝境防区，防线告破前的生死血战！🔥,007影院,Irrelevant,,300,3,13 Feb 2026
https://www.youtube.com/watch?v=iKu0lne4qOU,WHY EVERYONE SHOULD STUDY ROMANS--EARTH'S FINAL KINGDOM IS ROME'S KINGDOM OF IRON (Part-2),John Barnett Online Teaching,Irrelevant,,1799,88,13 Feb 2026
https://www.youtube.com/watch?v=uz96V3hqU70,市場洗牌了！ASMAX S2 Pro 安全帽藍牙耳機只要2600！最強Mesh對講騎士拍片設備來了！不用配對、靈犀雲連模式、超強降噪一次給你！,火花羅,Irrelevant,,33038,510,13 Feb 2026
https://www.youtube.com/watch?v=sHrJS2lSve8,VICTIMS OF THE FUTURE (Gary Moore) Cover by Tommy J,Tommy Johansson,Irrelevant,,46444,4686,13 Feb 2026
https://www.youtube.com/watch?v=DPlIUwDB698,Entrepreneurship and Product Development with AI | Developers still relevant? | Season 2 Ep 01,Inspired Talks Nepal,Irrelevant,,68,10,13 Feb 2026
https://www.youtube.com/watch?v=xeRh_Dm2ofI,Пастка для росіян чи шлях на Слов'янськ? Що відбувається під Сіверськом? Дрони 54-ї ОМБр,Ukrainian Witness,Irrelevant,,14557,830,13 Feb 2026
